origen,destino,dia_semana,hora_dia,clima,es_hora_pico,es_fin_semana,mejor_ruta,num_estaciones,num_transbordos,tiempo_total,congestion_promedio,num_alternativas,num_estaciones_alternativas,calidad_ruta
Av. Rojas,Comuneros,5,17,Normal,1,1,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,8,6,30.47,0.35,1,8,0.0
Alcala,Calle 127,0,15,Normal,0,0,Alcala|Prado|Calle 127,3,1,7.3,0.5,1,3,6.63
Heroes,Av. Jimenez,4,13,Lluvia,0,0,Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez,10,8,43.44,0.52,1,10,0.0
Alcala,Flores,0,17,Normal,1,0,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores,12,10,56.29,0.7,1,12,0.0
Av. Rojas,Calle 127,0,14,Lluvia,0,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,17,15,77.64,0.5,1,17,0.0
Calle 127,Toberin,5,8,Lluvia fuerte,1,1,Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,7,5,33.23,0.343,1,7,0.0
Flores,Av. Jimenez,1,5,Lluvia,0,0,Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez,7,5,30.84,0.471,1,7,0.0
Calle 45,Portal Norte,5,22,Lluvia,0,1,Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,19,17,65.47,0.179,1,19,0.0
Calle 127,Calle 100,4,22,Lluvia,0,0,Calle 127|Pepe Sierra|Calle 106|Calle 100,4,2,14.52,0.55,1,4,4.62
Calle 100,Santa Isabel,2,19,Lluvia,1,0,Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,16,14,93.91,0.675,1,16,0.0
Calle 106,Calle 100,1,11,Lluvia,0,0,Calle 106|Calle 100,2,0,4.8,0.5,1,2,8.26
Calle 85,Profamilia,0,5,Lluvia,0,0,Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia,10,8,42.72,0.5,1,10,0.0
Flores,Calle 106,2,21,Normal,0,0,Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106,8,6,27.8,0.5,1,8,0.0
Santa Isabel,Av. Rojas,1,11,Lluvia,0,0,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,9,7,39.96,0.433,1,9,0.0
Calle 127,Santa Isabel,1,11,Lluvia fuerte,0,0,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,19,17,108.45,0.479,1,19,0.0
Alcala,Salitre El Greco,1,18,Lluvia fuerte,1,0,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco,17,15,127.14,0.7,1,17,0.0
Cardio Infantil,Comuneros,2,7,Lluvia,1,0,Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,23,21,134.0,0.665,1,23,0.0
Portal El Dorado,Toberin,2,8,Lluvia fuerte,1,0,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,24,22,181.74,0.683,1,24,0.0
Salitre El Greco,Portal El Dorado,0,5,Lluvia,0,0,Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,4,2,16.68,0.5,1,4,4.67
Marly,Calle 100,5,16,Lluvia,1,1,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100,10,8,41.93,0.4,1,10,0.0
Calle 106,Calle 26,2,22,Normal,0,0,Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,12,10,43.8,0.5,1,12,0.0
Calle 85,Calle 45,2,15,Lluvia,0,0,Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,7,5,26.76,0.5,1,7,0.0
Heroes,Mazuren,4,12,Lluvia fuerte,0,0,Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,11,9,60.45,0.464,1,11,0.0
Calle 72,Calle 76,3,22,Lluvia fuerte,0,0,Calle 72|Calle 76,2,0,5.4,0.6,1,2,7.93
Santa Isabel,Av. Jimenez,6,17,Normal,1,1,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez,4,2,10.4,0.3,1,4,5.58
Profamilia,Prado,1,11,Lluvia fuerte,0,0,Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,16,14,89.1,0.5,1,16,0.0
Toberin,Ricaurte,2,21,Lluvia,0,0,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,26,24,116.64,0.469,1,26,0.0
El Tiempo,Calle 72,4,5,Lluvia,0,0,El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72,8,6,33.72,0.475,1,8,0.0
Calle 45,Portal El Dorado,0,20,Normal,0,0,Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,7,5,28.4,0.5,1,7,0.0
Portal Norte,Marly,0,6,Lluvia,1,0,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly,20,18,112.48,0.68,1,20,0.0
Marly,Cardio Infantil,6,9,Lluvia fuerte,1,1,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil,18,16,99.53,0.367,1,18,0.0
Av. Jimenez,El Tiempo,2,21,Lluvia,0,0,Av. Jimenez|Profamilia|Calle 26|Salitre El Greco|El Tiempo,5,3,23.16,0.5,1,5,2.84
Tercer Milenio,Calle 45,3,12,Lluvia,0,0,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45,6,4,26.76,0.467,1,6,1.26
Marly,Profamilia,3,17,Lluvia,1,0,Marly|Calle 26|Profamilia,3,1,16.07,0.7,1,3,5.6
Av. Rojas,Calle 26,1,8,Normal,1,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26,4,2,16.77,0.7,1,4,4.06
Calle 26,Ricaurte,6,17,Lluvia fuerte,1,1,Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,7,5,38.06,0.371,1,7,0.0
Ricaurte,Salitre El Greco,1,21,Lluvia,0,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco,8,6,36.96,0.475,1,8,0.0
Flores,El Tiempo,1,11,Lluvia fuerte,0,0,Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo,7,5,37.8,0.443,1,7,0.0
Santa Isabel,Salitre El Greco,4,19,Lluvia,1,0,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco,7,5,40.56,0.643,1,7,0.0
Av. Rojas,El Tiempo,2,20,Normal,0,0,Av. Rojas|El Tiempo,2,0,4.4,0.4,1,2,8.58
Pepe Sierra,Heroes,0,7,Normal,1,0,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes,6,4,26.91,0.7,1,6,0.55
Calle 76,Heroes,0,14,Normal,0,0,Calle 76|Heroes,2,0,3.3,0.6,1,2,8.04
Cardio Infantil,Calle 72,6,16,Lluvia fuerte,1,1,Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72,14,12,78.0,0.386,1,14,0.0
Portal Norte,Calle 26,6,11,Lluvia fuerte,0,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,21,19,93.12,0.19,1,21,0.0
Calle 45,Virrey,1,13,Normal,0,0,Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey,8,6,25.3,0.475,1,8,0.0
Mazuren,Cardio Infantil,3,10,Lluvia fuerte,0,0,Mazuren|Cardio Infantil,2,0,4.5,0.4,1,2,8.57
Comuneros,Toberin,6,9,Lluvia fuerte,1,1,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,24,22,139.0,0.367,1,24,0.0
Prado,Tercer Milenio,4,8,Lluvia,1,0,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,18,16,107.02,0.7,1,18,0.0
Ricaurte,Virrey,3,16,Lluvia fuerte,1,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey,16,14,115.83,0.675,1,16,0.0
Calle 85,Comuneros,4,17,Normal,1,0,Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,13,11,61.36,0.685,1,13,0.0
Alcala,Virrey,2,6,Normal,1,0,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey,7,5,33.02,0.671,1,7,0.0
Calle 72,Tercer Milenio,4,19,Lluvia,1,0,Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,9,7,51.32,0.678,1,9,0.0
Calle 85,Calle 142,2,19,Lluvia,1,0,Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142,9,7,49.14,0.656,1,9,0.0
Cardio Infantil,Toberin,0,17,Lluvia,1,0,Cardio Infantil|Toberin,2,0,5.15,0.7,1,2,7.64
Tercer Milenio,Calle 26,4,7,Normal,1,0,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26,4,2,16.9,0.7,1,4,4.05
Marly,Toberin,1,15,Lluvia,0,0,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,19,17,80.52,0.468,1,19,0.0
Calle 142,Calle 63,4,10,Lluvia fuerte,0,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63,14,12,73.95,0.486,1,14,0.0
Portal Norte,Calle 85,6,9,Lluvia,1,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85,13,11,58.41,0.369,1,13,0.0
Calle 76,Santa Isabel,6,14,Normal,0,1,Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,12,10,34.56,0.15,1,12,0.0
Av. Rojas,Salitre El Greco,1,15,Normal,0,0,Av. Rojas|El Tiempo|Salitre El Greco,3,1,7.4,0.433,1,3,6.83
Calle 45,Tercer Milenio,3,22,Lluvia fuerte,0,0,Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,6,4,32.85,0.467,1,6,0.96
Calle 100,Calle 85,2,11,Lluvia fuerte,0,0,Calle 100|Virrey|Calle 85,3,1,13.5,0.5,1,3,6.32
Portal Norte,Toberin,1,12,Lluvia fuerte,0,0,Portal Norte|Toberin,2,0,7.2,0.6,1,2,7.84
Santa Isabel,Toberin,6,17,Normal,1,1,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,25,23,96.82,0.36,1,25,0.0
Comuneros,Pepe Sierra,3,9,Lluvia,1,0,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra,17,15,98.9,0.676,1,17,0.0
Calle 106,Pepe Sierra,1,22,Lluvia fuerte,0,0,Calle 106|Pepe Sierra,2,0,4.5,0.4,1,2,8.57
Cardio Infantil,Calle 85,1,12,Lluvia fuerte,0,0,Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85,11,9,58.05,0.445,1,11,0.0
Heroes,El Tiempo,0,9,Lluvia fuerte,1,0,Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo,10,8,69.62,0.7,1,10,0.0
Ricaurte,Salitre El Greco,2,20,Lluvia fuerte,0,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco,8,6,46.2,0.475,1,8,0.0
Comuneros,Calle 85,5,21,Lluvia fuerte,0,1,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,13,11,56.76,0.185,1,13,0.0
Profamilia,Calle 127,5,20,Lluvia,0,1,Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,15,13,53.57,0.2,1,15,0.0
Toberin,Portal El Dorado,2,13,Lluvia,0,0,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,24,22,111.24,0.483,1,24,0.0
Virrey,Comuneros,3,5,Normal,0,0,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,14,12,50.2,0.471,1,14,0.0
Calle 76,Av. Rojas,5,8,Lluvia fuerte,1,1,Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,10,8,56.32,0.38,1,10,0.0
Alcala,Flores,5,22,Lluvia,0,1,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores,12,10,41.57,0.2,1,12,0.0
Virrey,Calle 76,4,17,Lluvia,1,0,Virrey|Calle 85|Heroes|Calle 76,4,2,17.16,0.7,1,4,4.04
Calle 142,Ricaurte,4,10,Lluvia,0,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,23,21,103.92,0.474,1,23,0.0
El Tiempo,Av. Rojas,4,14,Lluvia fuerte,0,0,El Tiempo|Av. Rojas,2,0,6.0,0.4,1,2,8.5
Salitre El Greco,Alcala,0,10,Lluvia fuerte,0,0,Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala,17,15,97.95,0.5,1,17,0.0
Portal Norte,Prado,5,18,Lluvia,1,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado,7,5,27.96,0.343,1,7,0.07
Mazuren,Calle 72,2,14,Lluvia fuerte,0,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72,13,11,70.05,0.485,1,13,0.0
Calle 100,Calle 45,6,9,Lluvia,1,1,Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,9,7,39.06,0.4,1,9,0.0
Calle 45,Alcala,3,8,Lluvia fuerte,1,0,Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala,14,12,98.48,0.686,1,14,0.0
Ricaurte,Portal El Dorado,5,16,Lluvia fuerte,1,1,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,11,9,69.73,0.382,1,11,0.0
Calle 63,Prado,0,8,Lluvia fuerte,1,0,Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,12,10,82.1,0.717,1,12,0.0
Calle 45,Tercer Milenio,5,13,Normal,0,1,Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,6,4,17.52,0.167,1,6,2.62
Portal Norte,Virrey,6,12,Lluvia,0,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey,12,10,42.05,0.167,1,12,0.0
Prado,Calle 72,2,14,Lluvia fuerte,0,0,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72,10,8,53.55,0.54,1,10,0.0
Portal Norte,Calle 142,3,20,Normal,0,0,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142,5,3,15.4,0.46,1,5,3.35
Tercer Milenio,Calle 127,4,8,Normal,1,0,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,17,15,84.24,0.7,1,17,0.0
Calle 26,Calle 72,4,21,Lluvia,0,0,Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72,6,4,23.52,0.5,1,6,1.32
Av. Jimenez,Calle 85,6,14,Normal,0,1,Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,11,9,33.04,0.218,1,11,0.0
Av. Jimenez,Comuneros,5,8,Lluvia,1,1,Av. Jimenez|Tercer Milenio|Comuneros,3,1,8.24,0.333,1,3,7.09
Portal Norte,Av. Jimenez,3,5,Lluvia fuerte,0,0,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez,23,21,131.1,0.491,1,23,0.0
Calle 76,Alcala,1,11,Normal,0,0,Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala,10,8,36.6,0.5,1,10,0.0
Portal Norte,Av. Jimenez,5,17,Normal,1,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez,23,21,90.9,0.391,1,23,0.0
Ricaurte,Prado,3,9,Lluvia,1,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,21,19,125.11,0.69,1,21,0.0
Calle 142,Av. Rojas,4,22,Normal,0,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,20,18,75.5,0.48,1,20,0.0
Tercer Milenio,Pepe Sierra,5,21,Lluvia,0,1,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra,16,14,57.98,0.188,1,16,0.0
Flores,Calle 26,5,13,Lluvia fuerte,0,1,Flores|Calle 63|Calle 45|Marly|Calle 26,5,3,19.08,0.16,1,5,4.07
Prado,Salitre El Greco,1,19,Normal,1,0,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco,16,14,79.56,0.712,1,16,0.0
Comuneros,Calle 142,5,21,Normal,0,1,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142,21,19,63.04,0.171,1,21,0.0
Calle 127,Profamilia,2,16,Lluvia,1,0,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia,15,13,88.45,0.7,1,15,0.0
Calle 76,Av. Rojas,4,7,Normal,1,0,Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,10,8,46.93,0.68,1,10,0.0
Av. Rojas,Calle 72,4,16,Normal,1,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72,9,7,42.25,0.678,1,9,0.0
Av. Rojas,Virrey,1,8,Lluvia fuerte,1,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey,13,11,92.63,0.685,1,13,0.0
Heroes,Flores,6,20,Lluvia,0,1,Heroes|Calle 76|Calle 72|Flores,4,2,10.08,0.25,1,4,5.75
Calle 72,Calle 26,6,14,Lluvia,0,1,Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,6,4,18.72,0.2,1,6,2.46
Av. Rojas,Pepe Sierra,2,18,Lluvia fuerte,1,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra,16,14,117.59,0.688,1,16,0.0
Av. Rojas,Calle 85,5,12,Lluvia,0,1,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,12,10,42.43,0.2,1,12,0.0
Calle 85,El Tiempo,2,8,Lluvia fuerte,1,0,Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo,11,9,78.2,0.7,1,11,0.0
Calle 63,Calle 100,1,20,Normal,0,0,Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100,8,6,26.3,0.525,1,8,0.0
Prado,Salitre El Greco,2,19,Normal,1,0,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco,16,14,79.56,0.712,1,16,0.0
Alcala,Calle 106,5,10,Normal,0,1,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106,5,3,12.32,0.16,1,5,4.4
Mazuren,Santa Isabel,6,19,Normal,1,1,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,23,21,90.06,0.357,1,23,0.0
Calle 106,Calle 63,5,10,Lluvia,0,1,Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63,9,7,29.66,0.2,1,9,0.0
Calle 106,Calle 142,0,17,Lluvia fuerte,1,0,Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142,6,4,35.88,0.633,1,6,0.31
Heroes,Profamilia,1,8,Lluvia fuerte,1,0,Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia,9,7,60.84,0.7,1,9,0.0
Calle 63,Calle 26,1,5,Normal,0,0,Calle 63|Calle 45|Marly|Calle 26,4,2,12.9,0.5,1,4,4.86
Flores,Calle 45,6,16,Lluvia fuerte,1,1,Flores|Calle 63|Calle 45,3,1,11.54,0.267,1,3,7.12
